http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52406,Stantec Consulting Ltd.,45378936,2016/09/29,"420 Services techniques, non spécifiés ailleurs",2016/09/29 à 2017/03/31,2017/03/31,"11 268,93 $",Testing - Kejimkujik National Park & National Historic Site
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52405,4083261 Canada Inc,45378928,2016/09/29,601 Génie maritime,2016/09/29 à 2017/05/05,2017/05/05,"2 688 181,97 $",Edmonds Lock 25 Overflow Dam Heritage
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52404,Corps Canadien des Commissionnaires,45378912,2016/09/28,460 Services de protection,2016/09/28 à 2017/03/31,2017/03/31,"37 941,75 $",Gardien de securite pour PN la Mauricie
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52403,3230894 Nova Scotia Limited,45378909,2016/09/28,"420 Services techniques, non spécifiés ailleurs",2016/09/28 à 2017/03/31,2017/03/31,"139 366,20 $",Landscape architecture services for Chignecto South Rehabilitation
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52402,Arrow Helicopters Inc.,45378906,2016/09/28,561 Location d'aéronefs,2016/09/28 à 2016/09/30,2016/09/30,"12 631,50 $",Helicopter KGK (FR#7615)
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52401,PASSEY ELECTRIC INC.,45378900,2016/09/28,"658 Matériel d'éclairage, de contrôle et de distributi",2016/09/28 à 2017/01/31,2017/01/31,"32 361,00 $",Operations compound lighting procurement and replacement
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52400,Pitney Bowes Canada,45378898,2016/09/28,"1223 Matériel de communic image/vidéo,  pièces & périph",2016/09/28 à 2021/09/30,2021/09/30,"12 469,51 $",Achat-Timbreuse MFPC Connect +500W,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52399,Parkland Industries Ltd,45378882,2016/09/27,1124 Combustible diesel,2016/09/27 à 2016/10/31,2016/10/31,"13 335,70 $",Mount Revelstoke Glacier - Columbia Fuels diesel
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52398,Parkland Industries Ltd,45378880,2016/09/27,1124 Combustible diesel,2016/09/27 à 2016/10/31,2016/10/31,"12 487,08 $",Mount Revelstoke Glacier - Columbia Fuels diesel
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52397,Parkland Industries Ltd,45378879,2016/09/27,1124 Combustible diesel,2016/09/27 à 2016/10/31,2016/10/31,"11 380,81 $",Mount Revelstoke Glacier - Columbia Fuels diesel
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52396,Canwest Propane Partnership,45378877,2016/09/27,665 Autre équipement,2016/09/27 à 2016/10/31,2016/10/31,"23 629,20 $",1000 GAL PROPANE TANKS
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52395,Construction Demathieu & Bard,45378870,2016/09/27,601 Génie maritime,2016/09/27 à 2016/12/14,2016/12/14,"1 590 269,81 $",Réparations des assises de murs couronne
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52394,Macdonald Landscape Services,45378868,2016/09/27,819 Contrats de services personnels non professionnels,2016/09/27 à 2016/10/14,2016/10/14,"15 169,35 $",Landscaping Improvement
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52393,Kayway Industries,45378849,2016/09/20,"1121 Sel, soufre, minerais, terres et pierres",2016/09/20 à 2016/09/30,2016/09/30,"41 577,96 $",SALT
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52392,WILLIAM NORMORE Limited,45378825,2016/09/27,1126 Mazout lourd,2016/09/27 à 2017/03/31,2017/03/31,"17 250,00 $",Heating Fuel/Stove Oil
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52391,GREAT SLAVE HELICOPTERS LTD.,45378814,2016/08/23,561 Location d'aéronefs,2016/08/23 à 2017/03/31,2017/03/31,"31 299,56 $",Air charter services -23-27/8 D/O GoogleTrekker GL-FM-RkL84140
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52390,NUCELL-COMM INC,45378806,2016/09/26,1289 Equipement de communication/réseau,2016/09/26 à 2016/10/31,2016/10/31,"17 806,32 $",Radio - Motorola XPR 3500e
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52389,AKRAN MARKETING,45378805,2016/07/20,1179 Marchandises et produits divers,2016/07/20 à 2016/09/26,2016/09/26,"11 945,70 $",Promotional items for Bat events
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52388,STANTEC CONSULTING LTD,45378803,2016/09/12,423 Conseillers techniques - autres,2016/09/12 à 2016/11/30,2016/11/30,"96 075,00 $",Civil engineering - Wasagaming Storm Water Management
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52387,Prairie South Construction,45378801,2016/09/23,646 Bâtiments résidentiels,2016/09/23 à 2016/10/31,2016/10/31,"18 730,95 $",Window & Siding Replacement for Housing in Grasslands NP
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52386,Polaris Industries Ltd.,45378782,2016/09/26,1264 Véhicules divers,2016/09/26 à 2016/10/31,2016/10/31,"35 193,90 $",Group 6 Utility Terrain Vehicle
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52385,STANTEC CONSULTING LTD.,45378776,2016/09/22,423 Conseillers techniques—autres,2016/09/22 à 2016/09/30,2016/09/30,"28 743,75 $",Terra Nova visitor center engineering services
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52384,International Wilderness Leadership,45378768,2016/09/26,499 Autres services professionnels non précisés ailleu,2016/09/26 à 2017/03/31,2017/03/31,"14 578,65 $",NAWPA committee facilitation
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52383,David Tuktudjuk,45378761,2016/09/26,210 Transports d'objets non spécifiés ailleurs,2016/09/26 à 2016/09/26,2016/09/26,"10 850,00 $",Operation/Navigation of Parks Canada Boat
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52382,MTM-2 CONTRACTING INC,45378758,2016/09/26,628 Autres travaux de génie,2016/09/26 à 2017/09/29,2017/09/29,"1 468 175,10 $",Trent-Severn Waterway Drag Lake Dams Rehabilitation,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52381,EECOL ELECTRIC,45378748,2016/09/23,"1242 Matériel d'éclairage électrique, de contrôle et de",2016/09/23 à 2017/01/06,2017/01/06,"13 228,96 $",light fixtures
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52380,General Motors of Canada Company,45378732,2016/09/23,1261 Véhicules automobiles de route,2016/09/23 à 2017/01/23,2017/01/23,"46 300,80 $",Chev Silverado Crew Cab
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52379,STANTEC ARCHITECTURE LTD.,45378731,2016/09/23,422 Conseillers techniques—construction,2016/09/23 à 2017/07/30,2017/07/30,"288 177,75 $",Rocky Mountain House Visitor Facilities Rehabilitation
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52378,General Motors of Canada Company,45378729,2016/09/23,1261 Véhicules automobiles de route,2016/09/23 à 2017/01/23,2017/01/23,"47 239,50 $",Chev Silverado Dually Crew Cab
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52377,Brown Brothers Excavating Ltd.,45378727,2016/09/23,628 Autres travaux de génie,2016/09/23 à 2016/12/01,2016/12/01,"212 945,50 $",Rehabilitation of Bunker at Port Royal NHS
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52376,Traytown Builders Ltd.,45378726,2016/09/07,628 Autres travaux de génie,2016/09/07 à 2016/12/31,2016/12/31,"301 871,55 $",Terra Nova NP Eco-Science Building recap
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52375,SNC-Lavalin Inc,45378725,2016/09/23,"420 Services techniques, non spécifiés ailleurs",2016/09/23 à 2019/03/31,2019/03/31,"833 284,76 $",Remplacement de l'extacade de sécurité du barrage,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52374,ALS Environmental,45378720,2016/09/23,430 Services scientifiques,2016/09/23 à 2017/03/31,2017/03/31,"13 486,91 $",WATER QUALITY ANALYSIS
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52373,Canon Canada Inc.,45378702,2016/08/01,"533 Location de machinerie, de mobilier et d'installat",2016/08/01 à 2021/07/31,2021/07/31,"21 231,00 $",17-0146 Copier 08/16-03/17,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52372,Canon Canada Inc.,45378701,2016/08/01,"533 Location de machinerie, de mobilier et d'installat",2016/08/01 à 2021/07/31,2021/07/31,"15 981,00 $",17-0145 Copier 08/16-03/17,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52371,McElhanney Consulting Services Ltd.,45378695,2016/09/22,423 Conseillers techniques—autres,2016/09/22 à 2020/10/31,2020/10/31,"2 024 022,00 $",Civil engineering Category 4-6 Roads Banff,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52370,GREAT SLAVE HELICOPTERS LTD.,45378691,2016/09/22,561 Location d'aéronefs,2016/09/22 à 2016/09/22,2016/09/22,"27 914,04 $",Helicopter services
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52369,First Mechanical Systems Ltd,45378670,2016/09/22,"656 Appareils de chauffage, de climatisation et de réf",2016/09/22 à 2016/11/30,2016/11/30,"11 592,66 $",Supply and install heat pump - Dalvay
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52368,EMCO Corporation,45378660,2016/09/22,1241 Matériel et accessoires de plomberie,2016/09/22 à 2016/09/28,2016/09/28,"19 778,93 $",14-6800 LTR Septic Tank
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52367,Nordik Blades / Usinage Pro-24 Inc.,45378641,2016/09/21,1263 Pièces de véhicules automobiles de route,2016/09/21 à 2016/10/21,2016/10/21,"24 896,34 $",PLOW BLADES
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52366,AKLAK AIR,45378639,2016/09/23,561 Location d'aéronefs,2016/09/23 à 2016/09/23,2016/09/23,"14 700,00 $",Air charter services -INP SEP23/16INU-SHRK X2 Aklak2016-57
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52365,WSP CANADA INC.,45378638,2016/09/21,423 Conseillers techniques - autres,2016/09/21 à 2017/03/15,2017/03/15,"671 632,45 $",Scotts Mills Dam 19 Reconstruction Option Analysis
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52364,GHD LIMITED,45378634,2016/09/21,495 Services rel. à l'éval de sites potent. contaminés,2016/09/21 à 2016/12/31,2016/12/31,"71 988,91 $",Environmental Assessment
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52363,NORTH-WRIGHT AIRWAYS LTD,45378617,2016/09/21,561 Location d'aéronefs,2016/09/21 à 2016/09/21,2016/09/21,"24 088,66 $",Air charter services -SENHS AUG01-SEPT01/16 MULTI NWA-2016-06
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52362,RIDEOUT TOOL & MACHINE INC.,45378609,2016/09/21,1212 Outils et outillage,2016/09/21 à 2016/10/21,2016/10/21,"11 495,51 $","3/4""wood Sharper 3HP"
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52361,Superior Propane,45378607,2016/09/21,"1128 Autres combustibles minéraux, huiles minérales et",2016/09/21 à 2017/03/31,2017/03/31,"14 690,00 $",Propane Visitor Centre
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52360,IMPERIAL OIL,45378604,2016/09/21,1126 Mazout lourd,2016/09/21 à 2017/03/31,2017/03/31,"10 170,00 $",Heating Fuel
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52359,IMPERIAL OIL,45378601,2016/09/21,1122 Essence,2016/09/21 à 2017/03/31,2017/03/31,"11 300,00 $",Gasoline
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52358,NUMA MODELS INC,45378596,2016/09/20,859 Autres services commerciaux qui ne sont pas précis,2016/09/20 à 2016/09/30,2016/09/30,"22 932,00 $",Banff & Rocky Mountain Photo Shoot Model
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52357,Howe Gastmeier Chapnik Limited,45378595,2016/09/13,499 Autres services professionnels non précisés ailleu,2016/09/13 à 2016/11/11,2016/11/11,"11 325,04 $",Historic Weapons Sound Assessment
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52356,GOODFELLOW INC.,45378594,2016/09/21,1141 Bois et charbon de bois,2016/09/21 à 2016/10/22,2016/10/22,"11 390,40 $",White Oak purchase Sluice box repair 2016,"12 113,60 $","-723,20 $",Le présent marché comprend une ou plusieurs modification(s)
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52355,Torrent Energy Services Inc,45378585,2016/09/06,628 Autres travaux de génie,2016/09/06 à 2017/10/30,2017/10/30,"1 695 406,36 $",Rock Creek Campground Construction Phase 1,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52354,YOURTE.CA,45378582,2016/09/20,1179 Marchandises et produits divers,2016/09/20 à 2017/03/31,2017/03/31,"11 973,59 $",Electric Heater 1500W/120V/Thermostat
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52353,BELVEDERE PLACE CONTRACTING LTD,45378578,2016/09/08,"607 Routes principales, chemins et rues",2016/09/08 à 2016/11/30,2016/11/30,"2 893 222,50 $",Highway paving km 116-121
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52352,TRANSWEST AIR,45378567,2016/09/16,561 Location d'aéronefs,2016/09/16 à 2016/09/30,2016/09/30,"11 466,00 $",helicopter air charter services
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52351,EMCO Corporation,45378566,2016/09/20,1241 Matériel et accessoires de plomberie,2016/09/20 à 2016/09/27,2016/09/27,"16 306,66 $",75mm PVC SDR26 sewer force main
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52350,McKnight Enterprises Ltd,45378548,2016/09/13,628 Autres travaux de génie,2016/09/13 à 2016/10/31,2016/10/31,"1 574 044,50 $",J. Canyon Rock Stab & Trail Rehab,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52349,Cook Boys Tree Service Ltd.,45378543,2016/09/22,819 Contrats de services personnels non professionnels,2016/09/22 à 2016/12/09,2016/12/09,"73 450,00 $",Clearing Crew for Savannah Restoration
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52348,Imperial Oil,45378541,2016/09/07,1122 Essence,2016/09/07 à 2016/09/07,2016/09/07,"11 166,68 $",GASOLINE MCKAY INV#31605858
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52347,Downey Building Supplies,45378538,2016/09/20,645 Autres bâtiments,2016/09/20 à 2016/10/20,2016/10/20,"10 033,32 $","Barrier, Weather 36""X50'"
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52346,CANADIAN HELICOPTERS LTD.,45378534,2016/09/19,561 Location d'aéronefs,2016/09/19 à 2016/09/19,2016/09/19,"29 010,65 $","Air charter services -TNNP AUG29-SEP1, 2016 Multi"
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52345,DO-DAT CONSTRUCTION,45378533,2016/09/19,634 Bâtiments commerciaux,2016/09/19 à 2016/10/28,2016/10/28,"24 885,00 $",Joe Boyle House Move
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52344,Shane McNeely,45378529,2016/08/24,630 Édifices à bureaux,2016/08/24 à 2017/03/31,2017/03/31,"10 665,59 $","Remove , prepare and install carpet"
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52343,Canon Canada Inc.,45378527,2016/08/01,"533 Location de machinerie, de mobilier et d'installat",2016/08/01 à 2021/07/31,2021/07/31,"17 115,00 $",Canon Lease/Printing costs FY 16/17,Le présent marché s’échelonne sur plusieurs années
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52342,OSKAR CONSTRUCTION LTD.,45378521,2016/09/01,628 Autres travaux de génie,2016/09/01 à 2017/06/30,2017/06/30,"627 803,93 $",Masonry Wall Stabilization
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52341,NORTRAX,45378516,2016/09/19,"533 Location de machinerie, de mobilier et d'installat",2016/09/19 à 2016/09/23,2016/09/23,"10 925,00 $",Excavator Rental: John Deere 75G Model
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52340,CANADIAN HELICOPTERS LTD.,45378501,2016/09/19,561 Location d'aéronefs,2016/09/19 à 2016/09/22,2016/09/22,"38 105,99 $",Air charter services -INP SEP16-22/16MULTI CANADINA2016-16
http://www.pc.gc.ca/apps/pdc/index_F.asp?oqYEAR=2016-2017&oqQUARTER=2&oqCONTRACT_ID=52339,POWER'S GLASS & ALLUMINIUM LTD,45378499,2016/09/19,634 Bâtiments commerciaux,2016/09/19 à 2016/09/22,2016/09/22,"11 298,75 $",Supply only of exterior metal door package
